"Longitude","Latitude","Waterbody_Name","Capture_Year","urban","natural","agricultural","mean_length","mean_tp","mean_vulnerability","mean_long","richness"
-82.40534,42.33783,"Thames River",2010,6.913380095,7.934092112,85.15252779,28.9615384615385,3.30538463730769,38.6053846153846,10.1538461538462,13
-82.40275,42.69259,"North Sydenham River",2010,4.706256553,8.997844193,86.29589925,20.7631578947368,3.36368421552632,33.3015789473684,NA,19
-82.40185,42.53094,"Little Bear Creek",2010,3.421479498,11.87269732,84.70582318,16.7,3.28238095552381,31.7471428571429,NA,21
-82.40116882,42.69356918,"North Sydenham River",2003,4.784452297,9.141342756,86.07420495,20.225,3.23611112166667,36.3688888888889,NA,18
-82.40086,42.69476,"North Sydenham River",2012,4.827082548,9.318460234,85.85445722,19.725,3.261250011875,38.23125,14.75,8
-82.40034,42.53136,"Little Bear Creek",2014,3.472474592,11.11041492,85.41711049,12.98,3.153,28.169,7.7,10
-82.40032,42.53134,"Little Bear Creek",2015,3.471308445,11.10818702,85.42050453,15.73,3.16599999855,28.4975,NA,20
-82.4003,42.53136,"Little Bear Creek",2015,3.468628213,11.09384594,85.43752585,13.8642857142857,3.21285714285714,25.1871428571429,8.42857142857143,7
-82.39984,42.53134,"Little Bear Creek",2014,3.460021289,10.92104439,85.61893432,12.7535714285714,3.08857142857143,27.2728571428571,6.92857142857143,14
-82.3987,42.53168,"Little Bear Creek",2014,3.505049118,10.45772846,86.03722242,15.4333333333333,3.18111111355556,30.9196296296296,NA,27
-82.39729,42.53114,"Little Bear Creek",2013,3.488473466,10.078089,86.43343754,13.9166666666667,3.30083333333333,28.9341666666667,8.91666666666667,12
-82.3965,42.53101,"Little Bear Creek",2015,3.49833916,9.808288028,86.69337281,19.44,3.482,41.898,12.6,5
-82.39635,42.57651,"Sydenham River",2012,17.24971611,3.223561303,79.52672259,16.4409090909091,3.27636363636364,33.4427272727273,8,11
-82.39624023,42.28118134,"Baptiste Creek",2004,12.47393365,1.380331754,86.1457346,22.6423076923077,3.38538462269231,40.2,NA,13
-82.39594,42.69276,"North Sydenham River",2012,4.944381599,8.939008296,86.11661011,23.6,3.23250000791667,42.5808333333333,10.25,12
-82.39485,42.53141,"Little Bear Creek",2015,3.594276929,9.106576076,87.29914699,13.88,2.964,23.17,5.6,10
-82.39484,42.53141,"Little Bear Creek",2015,3.594009571,9.104658947,87.30133148,21.675,2.875,20.14,6,2
-82.39464,42.5312,"Little Bear Creek",2014,3.584447145,9.054727602,87.36082525,12.2454545454545,3.18909090909091,25.3872727272727,7.72727272727273,11
-82.39328,42.53126,"Little Bear Creek",2014,3.680055436,8.509664167,87.8102804,9.8,3.13888888888889,23.5966666666667,6.33333333333333,9
-82.39313,42.57941,"Sydenham River",2012,17.34766765,2.663470502,79.98886185,16.825,3.27863636795455,33.0836363636364,9.36363636363636,22
-82.39153,42.53102,"Little Bear Creek",2015,3.72887628,7.936351301,88.33477242,19.6458333333333,3.08916666666667,26.7675,8.25,12
-82.3907,42.72186,"Indian Creek",2010,4.920979966,12.00399506,83.07502497,20.1611111111111,3.254444455,35.0644444444444,10.2222222222222,9
-82.39069,42.53019,"Little Bear Creek",2013,3.680165534,7.779091536,88.54074293,19.76,3.58,34.42,11,5
-82.39034,42.52998,"Little Bear Creek",2015,3.679629698,7.695337987,88.62503232,13.8,3.165,24.435,7,2
-82.38918,42.52983,"Little Bear Creek",2015,3.697338702,7.341893352,88.96076795,35,2.4,30.28,10,1
-82.38917,42.52982,"Little Bear Creek",2015,3.694747566,7.339168007,88.96608443,15.3,3.12,24.576,6.5,10
-82.38905,42.61407,"Sydenham River",2012,17.54278729,1.354147075,81.10306564,21.1227272727273,3.49272728136364,33.39,NA,11
-82.38754,42.69805,"North Sydenham River",2012,4.999469271,9.342013705,85.65851702,22.7833333333333,3.34111112166667,39.2133333333333,11.3333333333333,9
-82.38747,42.52907,"Little Bear Creek",2015,3.681777038,6.921985469,89.39623749,18.7681818181818,3.23909090909091,32.8836363636364,9.63636363636364,11
-82.38702,42.69813,"North Sydenham River",2010,4.99457496,9.361732239,85.6436928,19.4566666666667,3.31733333966667,30.946,NA,15
-82.38696,42.71006,"Sydenham River",2012,4.925643987,10.74685961,84.32749641,25.1409090909091,3.44363637227273,37.6054545454545,13.1818181818182,11
-82.38589,42.71022,"North Sydenham River",2010,4.898483438,10.81507842,84.28643814,22.6464285714286,3.3957142925,33.0885714285714,NA,14
-82.38444,42.52798,"Little Bear Creek",2014,3.799454961,6.219280744,89.9812643,17.0461538461538,3.16461539192308,35.4092307692308,11.8461538461538,13
-82.38387,42.5281,"Little Bear Creek",2015,3.801652893,6.053719008,90.1446281,18.9833333333333,3.17555555555556,29.8733333333333,10.5555555555556,9
-82.38374,42.52813,"Little Bear Creek",2013,3.795269277,6.016060647,90.18867008,25.1375,3.19,32.6575,12,4
-82.38367,42.5281,"Little Bear Creek",2014,3.798129479,6.002672173,90.19919835,12.7166666666667,3.04777777777778,28.2511111111111,9.11111111111111,9
-82.38298,42.52797,"Little Bear Creek",2015,3.79829811,5.826727685,90.3749742,20.8794117647059,3.39411764705882,31.5188235294118,10.3529411764706,17
-82.38264,42.52648,"Little Bear Creek",2015,3.890143513,5.940846507,90.16900998,18.909375,3.06125,24.5775,7,16
-82.38255,42.52471,"Little Bear Creek",2013,3.942329901,6.091586536,89.96608356,19.48,3.132,33.604,9.6,5
-82.38231,42.5252,"Little Bear Creek",2015,3.935573209,5.977455482,90.08697131,17.3,2.85,18.5633333333333,5.33333333333333,3
-82.38228,42.52522,"Little Bear Creek",2015,3.936146949,5.966178293,90.09767476,21.2125,3.36083333333333,31.2483333333333,10.5833333333333,12
-82.38227,42.52357,"Little Bear Creek",2015,3.95872329,6.123441184,89.91783553,16.24,3.194,30.986,7.6,5
-82.38225,42.52359,"Little Bear Creek",2015,3.958915765,6.114014829,89.92706941,24.175,3.885,27.715,12.5,2
-82.38224,42.52357,"Little Bear Creek",2015,3.95872329,6.111286676,89.92999003,26.9038461538462,3.33153846153846,34.4484615384615,12.4615384615385,13
-82.3821,42.52398,"Little Bear Creek",2015,3.959999028,6.026877931,90.01312304,14.15,2.815,16.805,4.75,4
-82.38206,42.52388,"Little Bear Creek",2015,3.972447976,6.027916469,89.99963556,18.6346153846154,3.05538461538462,28.2069230769231,7.69230769230769,13
-82.38165283,42.60131073,"North Sydenham River",2003,17.81255163,1.216691449,80.97075692,20.7175,3.3680000095,36.514,NA,20
-82.38164,42.52229,"Little Bear Creek",2013,3.972754095,5.98341448,90.04383143,26.2642857142857,3.53000001357143,41.2171428571429,14.1428571428571,7
-82.38152,42.51986,"Little Bear Creek",2013,3.910892894,6.0607902,90.02831691,7.075,2.825,24.765,5,2
-82.38131,42.54113,"Maxwell Creek",2013,6.527165221,3.296903019,90.17593176,19.5375,3.4775,33.325,11.25,4
-82.38129,42.51973,"Little Bear Creek",2015,3.924831758,6.003255509,90.07191273,18.98,3,27.464,7.66666666666667,15
-82.38111,42.54118,"Maxwell Creek",2010,6.534221684,3.276801938,90.18897638,17.82,3.578,34.77,13.2,5
-82.38110352,42.54122162,"Maxwell Creek",2003,6.550366467,3.269731662,90.17990187,16.7791666666667,3.33,33.1366666666667,NA,12
-82.38103,42.52122,"Little Bear Creek",2015,3.972923465,5.848385962,90.17869057,8.55,2.8,15.41,4,1
-82.38004,42.51731,"Little Bear Creek",2013,3.98650125,5.800092258,90.21340649,11.51,3.056,26.136,8,5
-82.37935,42.60409,"Otter Creek",2013,17.74487552,1.190126186,81.06499829,26.2222222222222,3.214444455,35.6566666666667,10,9
-82.37823,42.62055,"North Sydenham River",2010,17.04037977,1.429994725,81.52962551,18.7605263157895,3.34526316289474,32.56,NA,19
-82.37793732,42.51734161,"Little Bear Creek",2003,4.06053939,5.308076351,90.63138426,17.6083333333333,3.31611111638889,31.2761111111111,NA,18
-82.37792,42.5173,"Little Bear Creek",2014,4.061993762,5.304770425,90.63323581,10.415,3.022,25.666,6.8,10
-82.37785,42.62073,"Sydenham River",2012,17.00673894,1.434515089,81.55874597,20.65,3.46833334125,35.6591666666667,10.1666666666667,12
-82.37759,42.51716,"Little Bear Creek",2013,4.071966264,5.254890589,90.67314315,12.38,3.126,26.48,6.6,5
-82.37754059,42.62073898,"North Sydenham River",2003,16.99006374,1.434195726,81.57574053,19.2944444444444,3.30111111111111,32.0077777777778,NA,9
-82.37754,42.62074,"North Sydenham River",2010,16.98889201,1.434195726,81.57691226,14.0318181818182,3.16090909090909,27.4181818181818,7.90909090909091,11
-82.3774,42.51708,"Little Bear Creek",2015,4.077590164,5.239510109,90.68289973,14.7333333333333,3.22666666666667,26.1733333333333,7.5,6
-82.37724,42.51703,"Little Bear Creek",2014,4.088680658,5.206849083,90.70447026,13.8033333333333,3.09733333333333,30.302,NA,15
-82.3771,42.51696,"Little Bear Creek",2010,4.094244882,5.193848976,90.71190614,19.15,3.301875004125,33.329375,NA,16
-82.37709,42.51694,"Little Bear Creek",2014,4.094343722,5.193974362,90.71168192,16.5769230769231,3.11692307692308,27.0992307692308,7.76923076923077,13
-82.37707,42.51697,"Little Bear Creek",2010,4.096263397,5.192140581,90.71159602,4.7,2.71,11.53,3,1
-82.37621,42.63768,"North Sydenham River",2010,9.769798178,2.900097334,87.33010449,16.6833333333333,3.31266666666667,28.3393333333333,NA,15
-82.37613,42.63747,"Sydenham River",2012,9.869045805,2.885212845,87.24574135,15.9566666666667,3.31199999806667,30.042,7.2,15
-82.37596,42.51691,"Little Bear Creek",2014,4.137922731,5.056524723,90.80555255,20.0833333333333,3.25333334916667,38.8716666666667,17.5,6
-82.37566376,42.65737152,"North Sydenham River",2003,5.147696128,4.993089555,89.85921432,18.4809523809524,3.32809524261905,34.2938095238095,NA,21
-82.37525,42.51675,"Little Bear Creek",2014,4.13840381,4.97426276,90.88733343,15.815,3.2010000095,31.233,9.8,10
-82.37436,42.51645,"Little Bear Creek",2013,4.151949831,4.861962085,90.98608808,13.3142857142857,3.11857142857143,24.7271428571429,7.14285714285714,7
-82.37402,42.51646,"Little Bear Creek",2015,4.155759948,4.814966019,91.02927403,21.9909090909091,3.48,31.7372727272727,10.9090909090909,11
-82.37394,42.5164,"Little Bear Creek",2015,4.156361803,4.793862703,91.04977549,28,3.18666666666667,33.5933333333333,12.6666666666667,3
-82.37358,42.51577,"Little Bear Creek",2015,4.164465786,4.759903962,91.07563025,19.5666666666667,3.54333333333333,30.8883333333333,10.5,6
-82.3735733,42.64878845,"North Sydenham River",2003,5.516700055,4.387352242,90.0959477,18.875,3.24,34.2705,NA,20
-82.37293,42.51555,"Little Bear Creek",2015,4.168166007,4.665946983,91.16588701,12.9727272727273,2.93090909090909,22.3127272727273,5.45454545454545,11
-82.37279,42.55553,"Unknown drain (Sydenham R. drainage)",2007,13.36256995,2.050157566,84.58727249,24.4090909090909,3.77272727272727,34.4436363636364,11.7272727272727,11
-82.37164,42.51517,"Little Bear Creek",2015,4.164820558,4.44981978,91.38535966,35,2.4,30.28,10,1
-82.37162,42.51518,"Little Bear Creek",2015,4.167963792,4.445748222,91.38628799,20.3,2.80333333333333,26.27,7.55555555555556,9
-82.37041,42.51305,"Little Bear Creek",2014,4.271161282,4.351365263,91.37747345,14.1,3.002,28.328,4.9,10
-82.3703,42.51278,"Little Bear Creek",2014,4.285662967,4.34912766,91.36520937,10.1142857142857,3.06285714285714,23.9457142857143,6.71428571428571,7
-82.3703,42.51353,"Little Bear Creek",2015,4.263389652,4.310056,91.42655435,20.7,3.60833333333333,42.3383333333333,NA,6
-82.37023,42.51271,"Little Bear Creek",2013,4.296388543,4.341890986,91.36172047,12.575,3.44,24.465,NA,2
-82.37021,42.51368,"Little Bear Creek",2013,4.257507445,4.287405671,91.45508688,18.57,3.398,32.916,12,5
-82.36919,42.51203,"Little Bear Creek",2015,4.360923827,4.2138861,91.42519007,8.55,2.8,15.41,4,1
-82.36917,42.51206,"Little Bear Creek",2015,4.360819566,4.209003754,91.43017668,14.02,2.962,20.638,4.6,5
-82.36902,42.54074,"Maxwell Creek",2013,5.954476334,2.47374786,91.57177581,22.9833333333333,3.74,39.3033333333333,15,3
-82.36755,42.54011,"Maxwell Creek",2010,5.668074314,2.434472611,91.89745308,15.505,3.252,31.54,NA,10
-82.36683,42.51194,"Little Bear Creek",2015,4.402081374,3.851970042,91.74594858,21.775,2.6,22.845,7,2
-82.36682,42.51195,"Little Bear Creek",2015,4.404253039,3.847023944,91.74872302,17.8368421052632,3.19105263005263,30.4436842105263,8.89473684210526,19
-82.36681,42.59656,"Sydenham River",2010,17.33552632,0.966870301,81.69760338,18.75,3.31428571428571,33.925,NA,14
-82.36678,42.59642,"Sydenham River",2012,17.34246672,0.964645337,81.69288794,22.7038461538462,3.30769232230769,39.7523076923077,11.6153846153846,13
-82.36534,42.59788,"East Sydenham River",2015,17.41305803,1.00771643,81.57922554,14.8416666666667,3.35166666666667,37.8283333333333,8.33333333333333,6
-82.36511,42.5975,"Sydenham River",2012,17.39978153,1.003065575,81.59715289,21.35,3.22625,33.5825,9.375,8
-82.36466,42.51176,"Little Bear Creek",2015,4.43974881,3.448521469,92.11172972,8.35,3.35,10,2,1
-82.3643,42.60514,"Otter Creek",2013,17.29180359,1.231105061,81.47709135,25.6571428571429,3.26000001357143,33.4485714285714,11,7
-82.3631,42.59847,"East Sydenham River",2015,17.38431009,1.059145404,81.55654451,18.61,3.304,28.702,6.4,5
-82.36142,42.51056,"Little Bear Creek",2015,4.507658643,2.798509669,92.69383169,8.35,3.35,10,2,1
-82.36138,42.726,"North Sydenham River",2012,4.70000468,12.02438339,83.27561192,22.05,3.308000019,31.8,9.6,5
-82.36079,42.73938,"Sydenham River",2012,4.364481506,15.46196699,80.1735515,18.1166666666667,3.2,24.25,6,3
-82.3605,42.50996,"Little Bear Creek",2015,4.504302194,2.610864221,92.88483359,14.35,2.62,31.25,9,1
-82.3605,42.50998,"Little Bear Creek",2015,4.505047639,2.608932076,92.88602029,16.1875,3.1325,24.84125,6.75,8
-82.36041,42.72663,"North Sydenham River",2012,4.681010378,12.13131632,83.1876733,30.4388888888889,3.28000002111111,39.5233333333333,14.3333333333333,9
-82.36037,42.60996,"Otter Creek",2010,17.22343343,1.289354619,81.48721195,17.4466666666667,3.34733333966667,30.8153333333333,NA,15
-82.35969,42.59819,"Sydenham River",2012,17.35841966,1.062880229,81.57870012,18.4928571428571,3.23285715642857,33.7314285714286,9.42857142857143,7
-82.35942,42.50832,"Little Bear Creek",2015,4.525543998,2.444006281,93.03044972,17.0941176470588,2.91294117476471,25.4252941176471,7,17
-82.35909,42.59811,"Sydenham River",2012,17.3510136,1.051185079,81.59780132,19.7,3.39818182681818,36.6272727272727,10.8181818181818,11
-82.35873,42.59806,"East Sydenham River",2015,17.34825707,1.046462464,81.60528047,24.9222222222222,3.40222223277778,36.9066666666667,9.66666666666667,9
-82.35836,42.61045,"Otter Creek",2013,17.09089205,1.253925843,81.65518211,20.93,3.2570000095,33.726,12.3,10
-82.35718,42.50731,"Little Bear Creek",2015,4.478403905,1.999834919,93.52176118,16.9125,2.8925,25.32,6.75,4
-82.35715,42.50728,"Little Bear Creek",2015,4.479969819,1.99358657,93.52644361,8.35,3.35,10,2,1
-82.35704,42.73047,"North Sydenham River",2012,4.636790579,12.70356784,82.65964158,12.675,2.9475,33.1775,8.25,4
-82.35527,42.50665,"Little Bear Creek",2014,4.440004701,1.805147491,93.75484781,12.6833333333333,3.106666673,28.6533333333333,9.73333333333333,15
-82.3551,42.5061,"Little Bear Creek",2015,4.422918868,1.785840085,93.79124105,19.4142857142857,3.38928571428571,36.8085714285714,NA,14
-82.35486,42.50624,"Little Bear Creek",2014,4.414371061,1.78053733,93.80509161,15.6214285714286,3.23785714964286,31.4457142857143,9.42857142857143,14
-82.35396,42.50595,"Little Bear Creek",2015,4.3801866,1.711285105,93.90852829,19.7269230769231,3.43384615384615,33.2353846153846,11.1538461538462,13
-82.35387,42.50598,"Little Bear Creek",2015,4.376567665,1.706556647,93.91687569,20.5214285714286,3.43714287071429,34.8014285714286,13.8571428571429,7
-82.35360718,42.72729874,"North Sydenham River",2003,4.647956441,12.31743509,83.03460846,15.11,3.303,29.357,NA,10
-82.35346985,42.72700119,"Sydenham River",2002,4.644096715,12.31842563,83.03747765,27.0342105263158,3.36894737342105,41.2121052631579,NA,19
-82.35316467,42.73085022,"Sydenham River",2002,4.617901379,12.88034588,82.50175275,25.5970588235294,3.44705883470588,40.0205882352941,NA,17
-82.35311,42.73883,"North Sydenham River",2012,4.467329877,14.96660595,80.56606417,18.1166666666667,3.2,24.25,6,3
-82.35162,42.50612,"Little Bear Creek",2015,4.276354276,1.608751609,94.11489411,18.8733333333333,3.49333333333333,33.4486666666667,10.5333333333333,15
-82.35154,42.50986,"Little Bear Creek",2013,4.332692668,1.641899494,94.02540784,15.1863636363636,3.23727272727273,25.8527272727273,9,11
-82.3513,42.50999,"Little Bear Creek",2015,4.320922547,1.637192514,94.04188494,22.9666666666667,3.6516666825,40.9016666666667,14.3333333333333,6
-82.35128,42.61178,"Otter Creek",2013,15.82850114,1.234698061,82.9368008,22.4333333333333,2.91000003166667,32.99,9.33333333333333,3
-82.35116,42.72848,"North Sydenham River",2012,4.635947285,12.37381998,82.99023273,32.9,3.36750002375,37.5475,12.25,4
-82.35101,42.73051,"North Sydenham River",2012,4.630646631,12.87537099,82.49398238,21.7888888888889,3.30666668777778,35.8488888888889,8.55555555555556,9
-82.35098,42.5071,"Little Bear Creek",2015,4.279445322,1.592651103,94.12790357,20.88,3.185,35.433,10.7,10
-82.35091,42.50647,"Little Bear Creek",2015,4.279982688,1.586131874,94.13388544,24.5230769230769,3.35307692307692,31.8769230769231,10.6923076923077,13
-82.35054779,42.59822845,"Sydenham River",2002,17.05793415,0.901302141,82.0407637,24.1565217391304,3.48478261282609,40.3804347826087,14.3478260869565,23
-82.35049,42.53637,"Maxwell Creek",2013,4.450052823,1.874633173,93.675314,22.8625,3.6375,40.95,12.25,4
-82.35035,42.51304,"Little Bear Creek",2015,4.289248737,1.628695051,94.08205621,19.95,3.30461539192308,36.1007692307692,12.6923076923077,13
-82.35034,42.51301,"Little Bear Creek",2015,4.289717106,1.627255355,94.08302754,17.3,3.3829999971,31.99,NA,10
-82.34823,42.51249,"Little Bear Creek",2015,4.279026217,1.606975655,94.11399813,10.425,2.515,26.355,7,2
-82.34709,42.51245,"Little Bear Creek",2015,4.273234396,1.596323194,94.13044241,19.9,3.53285715642857,37.5214285714286,13.4285714285714,7
-82.34652,42.51295,"Little Bear Creek",2014,4.251113944,1.590513057,94.158373,20.625,3.2106250059375,33.609375,NA,16
-82.34563,42.51323,"Little Bear Creek",2015,4.220479435,1.573183417,94.20633715,14.35,2.62,31.25,9,1
-82.34411,42.59738,"Sydenham River",2003,15.98093297,0.934612276,83.08445475,34.46,3.428,42.394,13.6,5
-82.34316,42.51466,"Little Bear Creek",2015,4.172994696,1.418257436,94.40874787,23.25,3.45000003166667,44.42,19,3
-82.34245,42.51529,"Little Bear Creek",2014,4.210907477,1.361974513,94.42711801,10.6863636363636,3.08090909090909,25.1636363636364,6.27272727272727,11
-82.34209,42.51544,"Little Bear Creek",2014,4.226339275,1.322337219,94.45132351,13.3192307692308,3.15384616115385,29.1153846153846,8.30769230769231,13
-82.34197,42.61103,"Otter Creek",2013,13.8548219,1.19712783,84.94805027,14.6571428571429,3.28571428571429,29.7885714285714,6.71428571428571,7
-82.34159,42.51575,"Little Bear Creek",2015,4.244682466,1.266162849,94.48915468,25.76,3.660000019,42.43,18,5
-82.33913,42.51611,"Little Bear Creek",2015,4.319603997,1.008685906,94.6717101,15.4,3.33,32.78,18,1
-82.33781,42.51646,"Little Bear Creek",2015,4.344425898,0.899933468,94.75564063,21.7666666666667,3.41166667766667,36.6716666666667,13.1666666666667,6
-82.33737,42.61143,"Otter Creek",2013,12.72789012,1.244686955,86.02742292,21.9083333333333,3.12000001583333,32.3166666666667,9,6
-82.33643,42.61184,"Otter Creek",2013,12.40646846,1.235377463,86.35815408,16.9916666666667,3.18833333333333,29.115,7.5,6
-82.3363266,42.59766006,"East Sydenham River",2003,14.06529648,0.903061284,85.03164224,20.3142857142857,3.37428571428571,33.8221428571429,9.07142857142857,14
-82.33575,42.59728,"Sydenham River",2003,13.92122226,0.90195482,85.17682292,39.1666666666667,3.40666666666667,55.6333333333333,25.6666666666667,3
-82.33562,42.61649,"West Otter Creek",2013,11.17879988,1.662410085,87.15879004,25.36,3.5580000095,38.11,12,10
-82.33534,42.51496,"Little Bear Creek",2015,4.404223579,0.6071978,94.98857862,27.7,3.875,39.105,20.5,2
-82.33497,42.51465,"Little Bear Creek",2013,4.407498456,0.570889306,95.02161224,11.4125,2.995,24.8075,9,4
-82.33484,42.62872,"West Otter Creek",2013,8.288049843,2.548367452,89.1635827,16.91,3.311,32.842,NA,10
-82.33478,42.511,"Little Bear Creek",2015,4.360323039,0.456164033,95.18351293,29.7833333333333,3.14666666666667,35.6533333333333,14,3
-82.33469,42.51098,"Little Bear Creek",2015,4.357539299,0.450298454,95.19216225,15.7227272727273,2.95090909090909,23.0827272727273,6.45454545454545,11
-82.33466,42.51436,"Little Bear Creek",2014,4.399841573,0.544010065,95.05614836,19.5269230769231,3.21,28.4084615384615,10.4615384615385,13
-82.33446,42.51186,"Little Bear Creek",2015,4.379451608,0.471346772,95.14920162,15.5857142857143,3.32,22.83,7.71428571428571,7
-82.33445,42.51186,"Little Bear Creek",2015,4.38036053,0.470155594,95.14948388,12.5928571428571,2.92428571428571,26.0485714285714,7.14285714285714,7
