sitecode,sitename,pass,species,number,sampleid,forkmm,totalmm,weight,kept,sex,stomach,stomachsource,stomachTP
P2,Perl 2,1,white sucker,bulk1-11,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-12,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-13,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-14,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-15,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-16,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-17,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-18,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-19,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-20,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-21,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-22,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-23,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-24,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-25,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-26,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-27,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-28,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-29,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-30,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-31,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-32,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-33,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-34,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-35,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-36,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-37,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-38,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-39,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-40,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-41,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-42,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-43,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-44,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-45,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-46,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-47,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-48,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-49,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-50,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-51,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-52,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-53,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-54,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-55,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-56,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-57,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-58,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-59,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-60,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-61,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-62,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-63,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,white sucker,bulk1-64,,NA,30,0.4921875,N,,,,
P2,Perl 2,1,creek chub,bulk1-1,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-2,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-3,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-4,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-5,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-6,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-7,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-8,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-9,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-10,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-11,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-12,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-13,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-14,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-15,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-16,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-17,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-18,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-19,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-20,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-21,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-22,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-23,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-24,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-25,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-26,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-27,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-28,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-29,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-30,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-31,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-32,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-33,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-34,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-35,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-36,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-37,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-38,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-39,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-40,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-41,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-42,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-43,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-44,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-45,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-46,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-47,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-48,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-49,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-50,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-51,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-52,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-53,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-54,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-55,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-56,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-57,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-58,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-59,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-60,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-61,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-62,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-63,,NA,25,0.421875,N,,,,
P2,Perl 2,1,creek chub,bulk1-64,,NA,25,0.421875,N,,,,
P2,Perl 2,1,common shiner,bulk1-1,,NA,25,0.25,N,,,,
P2,Perl 2,1,common shiner,bulk1-2,,NA,25,0.25,N,,,,
P2,Perl 2,1,common shiner,bulk1-3,,NA,25,0.25,N,,,,
P2,Perl 2,1,common shiner,bulk1-4,,NA,25,0.25,N,,,,
P2,Perl 2,1,common shiner,bulk1-5,,NA,25,0.25,N,,,,
P2,Perl 2,1,common shiner,bulk1-6,,NA,25,0.25,N,,,,
P2,Perl 2,1,johnny darter,bulk1-1,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-2,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-3,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-4,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-5,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-6,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-7,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-8,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-9,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-10,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-11,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-12,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-13,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-14,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-15,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-16,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-17,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-18,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-19,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-20,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-21,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-22,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-23,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-24,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-25,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-26,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-27,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-28,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-29,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-30,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-31,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-32,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-33,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-34,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-35,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-36,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-37,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-38,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-39,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-40,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-41,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-42,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-43,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-44,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-45,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-46,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-47,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-48,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-49,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-50,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-51,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-52,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-53,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-54,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-55,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-56,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-57,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-58,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-59,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-60,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-61,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-62,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-63,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-64,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-65,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-66,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-67,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-68,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-69,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-70,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-71,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-72,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-73,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-74,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-75,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-76,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-77,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,johnny darter,bulk1-78,,NA,22,0.148717949,N,,,,
P2,Perl 2,1,blacknose dace,bulk1-1,,NA,19,0.725,N,,,,
P2,Perl 2,1,blacknose dace,bulk1-2,,NA,19,0.725,N,,,,
P2,Perl 2,1,blacknose dace,bulk1-3,,NA,19,0.725,N,,,,
P2,Perl 2,1,blacknose dace,bulk1-4,,NA,19,0.725,N,,,,
P2,Perl 2,1,blacknose dace,bulk1-5,,NA,19,0.725,N,,,,
P2,Perl 2,1,blacknose dace,bulk1-6,,NA,19,0.725,N,,,,
P2,Perl 2,1,blacknose dace,bulk1-7,,NA,19,0.725,N,,,,
P2,Perl 2,1,blacknose dace,bulk1-8,,NA,19,0.725,N,,,,
P2,Perl 2,1,blacknose dace,bulk1-9,,NA,19,0.725,N,,,,
P2,Perl 2,1,blacknose dace,bulk1-10,,NA,19,0.725,N,,,,
P2,Perl 2,1,blacknose dace,bulk1-11,,NA,19,0.725,N,,,,
P2,Perl 2,1,blacknose dace,bulk1-12,,NA,19,0.725,N,,,,
P2,Perl 2,1,blacknose dace,bulk1-13,,NA,19,0.725,N,,,,
P2,Perl 2,1,blacknose dace,bulk1-14,,NA,19,0.725,N,,,,
P2,Perl 2,1,blacknose dace,bulk1-15,,NA,19,0.725,N,,,,
P2,Perl 2,1,blacknose dace,bulk1-16,,NA,19,0.725,N,,,,
P2,Perl 2,1,brook stickleback,bulk1-1,,NA,33,0.444444444,N,,,,
P2,Perl 2,1,brook stickleback,bulk1-2,,NA,33,0.444444444,N,,,,
P2,Perl 2,1,brook stickleback,bulk1-3,,NA,33,0.444444444,N,,,,
P2,Perl 2,1,brook stickleback,bulk1-4,,NA,33,0.444444444,N,,,,
P2,Perl 2,1,brook stickleback,bulk1-5,,NA,33,0.444444444,N,,,,
P2,Perl 2,1,brook stickleback,bulk1-6,,NA,33,0.444444444,N,,,,
P2,Perl 2,1,brook stickleback,bulk1-7,,NA,33,0.444444444,N,,,,
P2,Perl 2,1,brook stickleback,bulk1-8,,NA,33,0.444444444,N,,,,
P2,Perl 2,1,brook stickleback,bulk1-9,,NA,33,0.444444444,N,,,,
P2,Perl 2,2,brook stickleback,bulk2-1,,NA,NA,0.323076923,N,,,,
P2,Perl 2,2,brook stickleback,bulk2-2,,NA,NA,0.323076923,N,,,,
P2,Perl 2,2,brook stickleback,bulk2-3,,NA,NA,0.323076923,N,,,,
P2,Perl 2,2,brook stickleback,bulk2-4,,NA,NA,0.323076923,N,,,,
P2,Perl 2,2,brook stickleback,bulk2-5,,NA,NA,0.323076923,N,,,,
P2,Perl 2,2,brook stickleback,bulk2-6,,NA,NA,0.323076923,N,,,,
P2,Perl 2,2,brook stickleback,bulk2-7,,NA,NA,0.323076923,N,,,,
P2,Perl 2,2,brook stickleback,bulk2-8,,NA,NA,0.323076923,N,,,,
P2,Perl 2,2,brook stickleback,bulk2-9,,NA,NA,0.323076923,N,,,,
P2,Perl 2,2,brook stickleback,bulk2-10,,NA,NA,0.323076923,N,,,,
P2,Perl 2,2,brook stickleback,bulk2-11,,NA,NA,0.323076923,N,,,,
P2,Perl 2,2,brook stickleback,bulk2-12,,NA,NA,0.323076923,N,,,,
P2,Perl 2,2,brook stickleback,bulk2-13,,NA,NA,0.323076923,N,,,,
P2,Perl 2,2,common shiner,bulk2-1,,NA,20,0.128571429,N,,,,
P2,Perl 2,2,common shiner,bulk2-2,,NA,20,0.128571429,N,,,,
P2,Perl 2,2,common shiner,bulk2-3,,NA,20,0.128571429,N,,,,
P2,Perl 2,2,common shiner,bulk2-4,,NA,20,0.128571429,N,,,,
P2,Perl 2,2,common shiner,bulk2-5,,NA,20,0.128571429,N,,,,
P2,Perl 2,2,common shiner,bulk2-6,,NA,20,0.128571429,N,,,,
P2,Perl 2,2,common shiner,bulk2-7,,NA,20,0.128571429,N,,,,
P2,Perl 2,2,white sucker,bulk2-1,,NA,40,0.353846154,N,,,,
P2,Perl 2,2,white sucker,bulk2-2,,NA,40,0.353846154,N,,,,
P2,Perl 2,2,white sucker,bulk2-3,,NA,40,0.353846154,N,,,,
P2,Perl 2,2,white sucker,bulk2-4,,NA,40,0.353846154,N,,,,
P2,Perl 2,2,white sucker,bulk2-5,,NA,40,0.353846154,N,,,,
P2,Perl 2,2,white sucker,bulk2-6,,NA,40,0.353846154,N,,,,
P2,Perl 2,2,white sucker,bulk2-7,,NA,40,0.353846154,N,,,,
P2,Perl 2,2,white sucker,bulk2-8,,NA,40,0.353846154,N,,,,
P2,Perl 2,2,white sucker,bulk2-9,,NA,40,0.353846154,N,,,,
P2,Perl 2,2,white sucker,bulk2-10,,NA,40,0.353846154,N,,,,
P2,Perl 2,2,white sucker,bulk2-11,,NA,40,0.353846154,N,,,,
P2,Perl 2,2,white sucker,bulk2-12,,NA,40,0.353846154,N,,,,
P2,Perl 2,2,white sucker,bulk2-13,,NA,40,0.353846154,N,,,,
P2,Perl 2,2,creek chub,bulk2-1,,NA,33,0.2,N,,,,
P2,Perl 2,2,creek chub,bulk2-2,,NA,33,0.2,N,,,,
P2,Perl 2,2,creek chub,bulk2-3,,NA,33,0.2,N,,,,
P2,Perl 2,2,creek chub,bulk2-4,,NA,33,0.2,N,,,,
P2,Perl 2,2,creek chub,bulk2-5,,NA,33,0.2,N,,,,
P2,Perl 2,2,creek chub,bulk2-6,,NA,33,0.2,N,,,,
P2,Perl 2,2,creek chub,bulk2-7,,NA,33,0.2,N,,,,
P2,Perl 2,2,creek chub,bulk2-8,,NA,33,0.2,N,,,,
P2,Perl 2,2,creek chub,bulk2-9,,NA,33,0.2,N,,,,
P2,Perl 2,2,creek chub,bulk2-10,,NA,33,0.2,N,,,,
P2,Perl 2,2,creek chub,bulk2-11,,NA,33,0.2,N,,,,
P2,Perl 2,2,creek chub,bulk2-12,,NA,33,0.2,N,,,,
P2,Perl 2,2,creek chub,bulk2-13,,NA,33,0.2,N,,,,
P2,Perl 2,2,creek chub,bulk2-14,,NA,33,0.2,N,,,,
P2,Perl 2,3,white sucker,bulk3-1,,NA,35,0.296875,N,,,,
P2,Perl 2,3,white sucker,bulk3-2,,NA,35,0.296875,N,,,,
P2,Perl 2,3,white sucker,bulk3-3,,NA,35,0.296875,N,,,,
P2,Perl 2,3,white sucker,bulk3-4,,NA,35,0.296875,N,,,,
P2,Perl 2,3,white sucker,bulk3-5,,NA,35,0.296875,N,,,,
P2,Perl 2,3,white sucker,bulk3-6,,NA,35,0.296875,N,,,,
P2,Perl 2,3,white sucker,bulk3-7,,NA,35,0.296875,N,,,,
P2,Perl 2,3,white sucker,bulk3-8,,NA,35,0.296875,N,,,,
P2,Perl 2,3,white sucker,bulk3-9,,NA,35,0.296875,N,,,,
P2,Perl 2,3,white sucker,bulk3-10,,NA,35,0.296875,N,,,,
P2,Perl 2,3,white sucker,bulk3-11,,NA,35,0.296875,N,,,,
P2,Perl 2,3,white sucker,bulk3-12,,NA,35,0.296875,N,,,,
P2,Perl 2,3,white sucker,bulk3-13,,NA,35,0.296875,N,,,,
P2,Perl 2,3,white sucker,bulk3-14,,NA,35,0.296875,N,,,,
P2,Perl 2,3,white sucker,bulk3-15,,NA,35,0.296875,N,,,,
P2,Perl 2,3,white sucker,bulk3-16,,NA,35,0.296875,N,,,,
P2,Perl 2,3,white sucker,bulk3-17,,NA,35,0.296875,N,,,,
P2,Perl 2,3,white sucker,bulk3-18,,NA,35,0.296875,N,,,,
P2,Perl 2,3,white sucker,bulk3-19,,NA,35,0.296875,N,,,,
P2,Perl 2,3,white sucker,bulk3-20,,NA,35,0.296875,N,,,,
P2,Perl 2,3,white sucker,bulk3-21,,NA,35,0.296875,N,,,,
P2,Perl 2,3,white sucker,bulk3-22,,NA,35,0.296875,N,,,,
P2,Perl 2,3,white sucker,bulk3-23,,NA,35,0.296875,N,,,,
P2,Perl 2,3,white sucker,bulk3-24,,NA,35,0.296875,N,,,,
P2,Perl 2,3,white sucker,bulk3-25,,NA,35,0.296875,N,,,,
P2,Perl 2,3,white sucker,bulk3-26,,NA,35,0.296875,N,,,,
P2,Perl 2,3,white sucker,bulk3-27,,NA,35,0.296875,N,,,,
P2,Perl 2,3,white sucker,bulk3-28,,NA,35,0.296875,N,,,,
P2,Perl 2,3,white sucker,bulk3-29,,NA,35,0.296875,N,,,,
P2,Perl 2,3,white sucker,bulk3-30,,NA,35,0.296875,N,,,,
P2,Perl 2,3,white sucker,bulk3-31,,NA,35,0.296875,N,,,,
P2,Perl 2,3,white sucker,bulk3-32,,NA,35,0.296875,N,,,,
P2,Perl 2,3,brook stickleback,bulk3-1,,NA,NA,0.1,N,,,,
P2,Perl 2,3,brook stickleback,bulk3-2,,NA,NA,0.1,N,,,,
P2,Perl 2,3,brook stickleback,bulk3-3,,NA,NA,0.1,N,,,,
P2,Perl 2,3,brook stickleback,bulk3-4,,NA,NA,0.1,N,,,,
P2,Perl 2,3,brook stickleback,bulk3-5,,NA,NA,0.1,N,,,,
P2,Perl 2,3,blacknose dace,bulk2-1,,NA,NA,0.1,N,,,,
P2,Perl 2,3,blacknose dace,bulk2-2,,NA,NA,0.1,N,,,,
P2,Perl 2,3,blacknose dace,bulk2-3,,NA,NA,0.1,N,,,,
P2,Perl 2,3,blacknose dace,bulk2-4,,NA,NA,0.1,N,,,,
P2,Perl 2,3,blacknose dace,bulk2-5,,NA,NA,0.1,N,,,,
P2,Perl 2,3,white sucker,bulk4-1,,NA,NA,0.15,N,,,,
P2,Perl 2,3,white sucker,bulk4-2,,NA,NA,0.15,N,,,,
P2,Perl 2,3,johnny darter,bulk2-1,,NA,NA,0.15,N,,,,
P2,Perl 2,3,johnny darter,bulk2-2,,NA,NA,0.15,N,,,,
P2,Perl 2,3,johnny darter,bulk2-3,,NA,NA,0.15,N,,,,
P2,Perl 2,3,johnny darter,bulk2-4,,NA,NA,0.15,N,,,,
P2,Perl 2,3,johnny darter,bulk2-5,,NA,NA,0.15,N,,,,
P2,Perl 2,3,johnny darter,bulk2-6,,NA,NA,0.15,N,,,,
P2,Perl 2,3,johnny darter,bulk2-7,,NA,NA,0.15,N,,,,
P2,Perl 2,3,johnny darter,bulk2-8,,NA,NA,0.15,N,,,,
P2,Perl 2,3,johnny darter,bulk2-9,,NA,NA,0.15,N,,,,
P2,Perl 2,3,johnny darter,bulk2-10,,NA,NA,0.15,N,,,,
P2,Perl 2,3,creek chub,bulk3-1,,NA,NA,0.227272727,N,,,,
P2,Perl 2,3,creek chub,bulk3-2,,NA,NA,0.227272727,N,,,,
P2,Perl 2,3,creek chub,bulk3-3,,NA,NA,0.227272727,N,,,,
P2,Perl 2,3,creek chub,bulk3-4,,NA,NA,0.227272727,N,,,,
P2,Perl 2,3,creek chub,bulk3-5,,NA,NA,0.227272727,N,,,,
P2,Perl 2,3,creek chub,bulk3-6,,NA,NA,0.227272727,N,,,,
P2,Perl 2,3,creek chub,bulk3-7,,NA,NA,0.227272727,N,,,,
P2,Perl 2,3,creek chub,bulk3-8,,NA,NA,0.227272727,N,,,,
P2,Perl 2,3,creek chub,bulk3-9,,NA,NA,0.227272727,N,,,,
P2,Perl 2,3,creek chub,bulk3-10,,NA,NA,0.227272727,N,,,,
P2,Perl 2,3,creek chub,bulk3-11,,NA,NA,0.227272727,N,,,,
